ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,337,163,0,1,1
2,31,469,1,0,1
3,107,393,1,1,1
4,139,361,1,1,0
5,0,500,1,1,1
6,163,337,1,1,0
7,500,0,0,0,0
8,448,52,0,1,0
9,481,19,0,1,0
10,310,190,0,0,0
11,5,495,1,1,1
12,112,388,1,0,1
13,68,432,1,1,1
14,1,499,1,0,0
15,392,108,0,1,0
16,6,494,1,1,1
17,128,372,1,1,1
18,0,500,1,1,1
19,366,134,0,1,0
20,22,478,1,0,0
21,5,495,1,0,1
22,0,500,1,1,0
23,363,137,0,1,0
24,369,131,0,1,0
25,97,403,1,0,1
26,241,259,1,0,0
27,140,360,1,1,0
28,242,258,1,1,0
29,0,500,1,1,1
30,375,125,0,1,1
31,470,30,0,1,0
32,329,171,0,1,0
33,290,210,0,0,0
34,470,30,0,1,0
35,343,157,0,1,1
36,11,489,1,1,1
37,367,133,0,0,1
38,337,163,0,1,0
39,457,43,0,1,0
