ID,S,I,State,Nature,Obs
0,434,66,0,0,0
1,26,474,1,1,1
2,91,409,1,1,1
3,8,492,1,1,0
4,17,483,1,1,0
5,206,294,1,1,1
6,470,30,0,0,0
7,220,280,1,1,1
8,61,439,1,1,1
9,478,22,0,1,0
10,476,24,0,1,0
11,448,52,0,1,0
12,96,404,1,1,0
13,30,470,1,1,0
14,139,361,1,1,0
15,34,466,1,1,1
16,224,276,1,1,1
17,26,474,1,1,0
18,438,62,0,1,0
19,2,498,1,0,1
20,445,55,0,1,0
21,446,54,0,1,0
22,447,53,0,1,0
23,121,379,1,0,1
24,88,412,1,0,1
25,289,211,0,1,1
26,276,224,0,1,0
27,127,373,1,1,1
28,25,475,1,1,1
29,139,361,1,1,1
30,203,297,1,1,1
31,216,284,1,0,0
32,89,411,1,1,0
33,96,404,1,1,0
34,0,500,1,1,1
35,465,35,0,1,0
36,4,496,1,0,1
37,232,268,1,0,0
38,297,203,0,0,0
39,120,380,1,0,0
