ID,S,I,State,Nature,Obs
0,188,312,1,1,0
1,142,358,1,0,0
2,20,480,1,1,1
3,111,389,1,1,1
4,2,498,1,0,1
5,34,466,1,0,1
6,105,395,1,0,1
7,69,431,1,0,0
8,30,470,1,1,1
9,281,219,0,0,1
10,28,472,1,1,0
11,465,35,0,1,0
12,156,344,1,1,0
13,13,487,1,0,1
14,435,65,0,1,0
15,266,234,0,0,0
16,0,500,1,0,1
17,0,500,1,1,1
18,289,211,0,1,0
19,264,236,0,0,1
20,249,251,1,1,1
21,131,369,1,1,1
22,152,348,1,1,0
23,272,228,0,1,0
24,1,499,1,1,0
25,126,374,1,0,0
26,249,251,1,1,1
27,404,96,0,0,0
28,0,500,1,1,0
29,469,31,0,1,1
30,4,496,1,1,1
31,380,120,0,1,0
32,181,319,1,1,1
33,467,33,0,0,0
34,359,141,0,0,0
35,287,213,0,0,0
36,436,64,0,1,0
37,5,495,1,1,1
38,230,270,1,0,1
39,81,419,1,0,0
