ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,500,0,0,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,2,498,1,1,1
6,0,500,1,1,1
7,53,447,1,0,1
8,0,500,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,101,399,1,0,0
12,0,500,1,1,1
13,0,500,1,1,1
14,44,456,1,1,1
15,53,447,1,1,1
16,255,245,0,1,1
17,0,500,1,0,0
18,0,500,1,1,1
19,29,471,1,1,1
20,13,487,1,1,0
21,0,500,1,1,1
22,0,500,1,1,1
23,500,0,0,0,0
24,0,500,1,1,1
25,343,157,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,416,84,0,0,0
29,0,500,1,1,1
30,3,497,1,1,1
31,0,500,1,1,1
32,12,488,1,1,1
33,6,494,1,1,1
34,500,0,0,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,80,420,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
