ID,S,I,State,Nature,Obs
0,441,59,0,0,0
1,427,73,0,0,0
2,417,83,0,0,0
3,450,50,0,0,0
4,388,112,0,0,0
5,394,106,0,0,0
6,414,86,0,0,0
7,408,92,0,0,1
8,437,63,0,1,1
9,379,121,0,0,0
10,383,117,0,0,0
11,438,62,0,0,0
12,388,112,0,0,0
13,427,73,0,0,0
14,397,103,0,0,0
15,386,114,0,0,0
16,451,49,0,0,0
17,374,126,0,0,0
18,419,81,0,0,1
19,431,69,0,0,0
20,392,108,0,0,1
21,442,58,0,0,0
22,421,79,0,0,0
23,396,104,0,0,0
24,365,135,0,0,0
25,429,71,0,0,0
26,396,104,0,0,0
27,386,114,0,0,0
28,389,111,0,0,0
29,416,84,0,0,1
30,415,85,0,1,1
31,391,109,0,0,0
32,389,111,0,0,0
33,404,96,0,0,0
34,426,74,0,0,0
35,426,74,0,0,0
36,383,117,0,0,0
37,446,54,0,0,0
38,440,60,0,0,0
39,429,71,0,0,0
