ID,S,I,State,Nature,Obs
0,170,330,1,1,1
1,26,474,1,1,1
2,45,455,1,1,1
3,204,296,1,0,0
4,16,484,1,1,1
5,78,422,1,1,1
6,113,387,1,0,0
7,49,451,1,1,1
8,71,429,1,1,1
9,34,466,1,1,1
10,48,452,1,1,1
11,81,419,1,1,1
12,35,465,1,1,1
13,128,372,1,1,1
14,81,419,1,1,1
15,84,416,1,1,1
16,228,272,1,0,0
17,25,475,1,1,1
18,198,302,1,1,1
19,81,419,1,1,1
20,24,476,1,1,1
21,91,409,1,0,0
22,274,226,0,1,1
23,50,450,1,0,0
24,91,409,1,1,1
25,231,269,1,1,1
26,28,472,1,1,1
27,81,419,1,1,1
28,90,410,1,1,1
29,136,364,1,0,0
30,237,263,1,1,1
31,143,357,1,1,1
32,11,489,1,1,1
33,43,457,1,0,0
34,56,444,1,1,1
35,213,287,1,1,1
36,49,451,1,1,1
37,54,446,1,1,1
38,144,356,1,0,0
39,62,438,1,1,1
