ID,S,I,State,Nature,Obs
0,132,368,1,0,0
1,364,136,0,0,0
2,132,368,1,1,1
3,53,447,1,1,1
4,477,23,0,0,0
5,285,215,0,0,0
6,279,221,0,0,0
7,391,109,0,0,0
8,34,466,1,1,1
9,338,162,0,0,1
10,342,158,0,0,0
11,88,412,1,1,1
12,312,188,0,0,0
13,78,422,1,1,1
14,324,176,0,0,0
15,419,81,0,1,1
16,307,193,0,0,0
17,328,172,0,0,0
18,271,229,0,0,0
19,54,446,1,1,1
20,458,42,0,0,0
21,25,475,1,1,1
22,235,265,1,1,0
23,360,140,0,1,1
24,215,285,1,0,0
25,259,241,0,1,1
26,395,105,0,0,0
27,457,43,0,0,0
28,445,55,0,0,0
29,102,398,1,1,1
30,34,466,1,1,1
31,302,198,0,0,0
32,459,41,0,0,0
33,347,153,0,0,0
34,190,310,1,1,1
35,42,458,1,1,1
36,318,182,0,1,1
37,85,415,1,1,1
38,204,296,1,1,1
39,229,271,1,1,1
