ID,S,I,State,Nature,Obs
0,231,269,1,1,1
1,191,309,1,1,1
2,203,297,1,1,0
3,275,225,0,1,1
4,193,307,1,1,1
5,194,306,1,1,1
6,201,299,1,1,1
7,209,291,1,1,1
8,243,257,1,0,0
9,180,320,1,1,1
10,191,309,1,1,1
11,238,262,1,1,1
12,192,308,1,1,1
13,230,270,1,1,1
14,208,292,1,1,1
15,205,295,1,1,1
16,277,223,0,0,0
17,185,315,1,1,1
18,251,249,0,1,1
19,235,265,1,0,0
20,202,298,1,1,1
21,226,274,1,0,0
22,243,257,1,1,1
23,205,295,1,1,1
24,192,308,1,1,1
25,299,201,0,0,0
26,198,302,1,1,1
27,209,291,1,1,1
28,211,289,1,1,0
29,250,250,0.5,1,1
30,299,201,0,1,1
31,211,289,1,1,1
32,181,319,1,1,1
33,212,288,1,1,1
34,229,271,1,0,0
35,268,232,0,1,1
36,215,285,1,1,1
37,234,266,1,0,0
38,263,237,0,0,0
39,227,273,1,1,1
