ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,0,500,1,0,0
2,0,500,1,1,1
3,8,492,1,1,1
4,498,2,0,0,0
5,482,18,0,0,0
6,452,48,0,0,0
7,500,0,0,0,0
8,0,500,1,1,1
9,71,429,1,0,1
10,486,14,0,0,0
11,358,142,0,1,1
12,0,500,1,0,0
13,4,496,1,1,1
14,500,0,0,0,0
15,207,293,1,1,1
16,0,500,1,0,0
17,436,64,0,0,0
18,485,15,0,0,0
19,20,480,1,1,1
20,370,130,0,0,0
21,0,500,1,1,1
22,0,500,1,1,0
23,0,500,1,1,1
24,90,410,1,0,0
25,0,500,1,1,1
26,462,38,0,0,0
27,500,0,0,0,0
28,499,1,0,0,0
29,0,500,1,1,1
30,0,500,1,1,1
31,498,2,0,0,0
32,456,44,0,0,0
33,452,48,0,0,0
34,0,500,1,1,1
35,0,500,1,1,1
36,331,169,0,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
