ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,442,58,0,0,0
2,438,62,0,0,0
3,0,500,1,0,1
4,0,500,1,1,1
5,0,500,1,1,1
6,368,132,0,1,1
7,48,452,1,1,1
8,471,29,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,0,500,1,1,1
14,9,491,1,1,1
15,0,500,1,1,1
16,437,63,0,1,0
17,5,495,1,1,1
18,0,500,1,1,1
19,489,11,0,0,0
20,26,474,1,1,1
21,0,500,1,1,1
22,0,500,1,1,0
23,500,0,0,0,0
24,0,500,1,1,1
25,409,91,0,1,1
26,0,500,1,1,1
27,456,44,0,0,0
28,416,84,0,0,0
29,0,500,1,1,1
30,0,500,1,0,0
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,113,387,1,1,1
35,0,500,1,1,0
36,0,500,1,1,1
37,496,4,0,0,0
38,0,500,1,1,1
39,0,500,1,1,1
