ID,S,I,State,Nature,Obs
0,212,288,1,1,1
1,204,296,1,0,0
2,199,301,1,1,1
3,288,212,0,0,1
4,191,309,1,1,1
5,186,314,1,1,1
6,197,303,1,1,1
7,203,297,1,0,0
8,217,283,1,0,0
9,194,306,1,1,1
10,201,299,1,1,0
11,244,256,1,1,1
12,191,309,1,1,0
13,220,280,1,1,1
14,208,292,1,1,1
15,203,297,1,1,1
16,273,227,0,1,1
17,203,297,1,1,1
18,250,250,0.5,1,1
19,238,262,1,0,0
20,182,318,1,1,1
21,223,277,1,1,1
22,251,249,0,1,1
23,210,290,1,1,1
24,201,299,1,1,1
25,308,192,0,0,0
26,186,314,1,1,1
27,190,310,1,0,0
28,207,293,1,0,0
29,231,269,1,1,1
30,289,211,0,1,0
31,214,286,1,1,1
32,207,293,1,1,1
33,198,302,1,1,1
34,235,265,1,1,1
35,279,221,0,1,1
36,198,302,1,1,1
37,240,260,1,0,0
38,271,229,0,1,1
39,214,286,1,1,1
