ID,S,I,State,Nature,Obs
0,393,107,0,0,0
1,358,142,0,0,0
2,372,128,0,0,0
3,416,84,0,0,0
4,347,153,0,0,0
5,351,149,0,0,0
6,354,146,0,0,0
7,363,137,0,0,0
8,383,117,0,0,0
9,336,164,0,0,1
10,345,155,0,0,0
11,410,90,0,0,0
12,337,163,0,0,0
13,393,107,0,0,0
14,368,132,0,0,1
15,353,147,0,0,1
16,416,84,0,0,0
17,341,159,0,0,0
18,395,105,0,0,1
19,399,101,0,0,0
20,354,146,0,0,0
21,389,111,0,0,0
22,386,114,0,0,0
23,356,144,0,0,0
24,340,160,0,0,0
25,428,72,0,0,0
26,332,168,0,0,0
27,370,130,0,0,0
28,365,135,0,0,0
29,393,107,0,0,0
30,425,75,0,1,1
31,364,136,0,0,1
32,337,163,0,0,0
33,351,149,0,0,0
34,377,123,0,0,0
35,412,88,0,0,1
36,364,136,0,0,0
37,399,101,0,0,0
38,408,92,0,0,0
39,368,132,0,0,0
