ID,S,I,State,Nature,Obs
0,3,497,1,1,1
1,0,500,1,1,1
2,392,108,0,1,1
3,249,251,1,0,0
4,3,497,1,1,1
5,183,317,1,1,1
6,11,489,1,0,0
7,21,479,1,1,1
8,67,433,1,1,1
9,33,467,1,1,1
10,151,349,1,1,1
11,79,421,1,1,1
12,2,498,1,1,1
13,0,500,1,1,1
14,385,115,0,0,0
15,10,490,1,1,1
16,179,321,1,0,0
17,11,489,1,0,0
18,108,392,1,1,1
19,43,457,1,1,1
20,368,132,0,1,1
21,240,260,1,0,0
22,32,468,1,1,1
23,1,499,1,1,1
24,55,445,1,1,1
25,105,395,1,1,1
26,73,427,1,1,1
27,100,400,1,1,1
28,60,440,1,1,1
29,237,263,1,0,0
30,20,480,1,1,1
31,402,98,0,1,1
32,171,329,1,1,1
33,416,84,0,1,1
34,236,264,1,1,1
35,117,383,1,1,1
36,27,473,1,0,0
37,4,496,1,1,1
38,318,182,0,0,0
39,5,495,1,1,1
