ID,S,I,State,Nature,Obs
0,53,447,1,1,0
1,119,381,1,0,0
2,108,392,1,0,0
3,161,339,1,0,0
4,5,495,1,1,1
5,58,442,1,1,1
6,58,442,1,1,1
7,120,380,1,1,1
8,75,425,1,0,0
9,52,448,1,1,1
10,229,271,1,1,1
11,137,363,1,1,1
12,89,411,1,1,1
13,54,446,1,1,1
14,98,402,1,1,1
15,153,347,1,1,0
16,174,326,1,1,0
17,187,313,1,1,1
18,192,308,1,1,1
19,178,322,1,1,1
20,130,370,1,1,1
21,48,452,1,0,0
22,236,264,1,1,1
23,196,304,1,0,0
24,234,266,1,1,1
25,203,297,1,0,1
26,91,409,1,1,1
27,105,395,1,0,0
28,97,403,1,1,1
29,121,379,1,1,1
30,162,338,1,1,1
31,203,297,1,1,1
32,62,438,1,1,1
33,59,441,1,1,0
34,156,344,1,1,1
35,195,305,1,1,1
36,100,400,1,1,1
37,79,421,1,0,0
38,188,312,1,0,0
39,67,433,1,1,1
