ID,S,I,State,Nature,Obs
0,61,439,1,1,1
1,7,493,1,1,1
2,10,490,1,1,1
3,182,318,1,0,0
4,0,500,1,1,1
5,6,494,1,1,1
6,60,440,1,0,0
7,3,497,1,1,1
8,184,316,1,0,0
9,1,499,1,1,1
10,38,462,1,1,0
11,172,328,1,1,1
12,14,486,1,1,1
13,131,369,1,1,1
14,13,487,1,1,1
15,19,481,1,1,1
16,195,305,1,0,0
17,5,495,1,1,1
18,170,330,1,1,1
19,161,339,1,1,1
20,16,484,1,1,1
21,172,328,1,1,1
22,186,314,1,0,0
23,69,431,1,1,1
24,38,462,1,1,1
25,220,280,1,0,0
26,28,472,1,1,1
27,17,483,1,1,1
28,12,488,1,1,1
29,204,296,1,1,1
30,87,413,1,1,1
31,19,481,1,1,1
32,2,498,1,1,1
33,18,482,1,1,1
34,215,285,1,1,1
35,165,335,1,1,1
36,20,480,1,1,1
37,200,300,1,0,0
38,134,366,1,1,1
39,77,423,1,1,1
