ID,S,I,State,Nature,Obs
0,494,6,0,0,0
1,499,1,0,0,0
2,497,3,0,0,0
3,500,0,0,0,0
4,500,0,0,0,0
5,500,0,0,0,0
6,480,20,0,0,0
7,500,0,0,0,0
8,1,499,1,1,1
9,499,1,0,0,0
10,493,7,0,0,0
11,470,30,0,0,0
12,500,0,0,0,0
13,73,427,1,1,1
14,500,0,0,0,0
15,487,13,0,0,0
16,500,0,0,0,0
17,296,204,0,1,1
18,499,1,0,1,1
19,498,2,0,0,1
20,500,0,0,0,0
21,495,5,0,0,0
22,497,3,0,0,1
23,500,0,0,0,0
24,319,181,0,1,1
25,334,166,0,0,1
26,499,1,0,0,1
27,500,0,0,0,0
28,500,0,0,0,0
29,472,28,0,0,0
30,293,207,0,1,1
31,500,0,0,0,1
32,500,0,0,0,0
33,500,0,0,0,0
34,500,0,0,0,0
35,497,3,0,0,0
36,500,0,0,0,0
37,500,0,0,0,0
38,500,0,0,0,0
39,499,1,0,0,1
