ID,S,I,State,Nature,Obs
0,224,276,1,1,1
1,232,268,1,1,1
2,227,273,1,0,0
3,299,201,0,0,0
4,237,263,1,1,1
5,235,265,1,1,1
6,239,261,1,1,1
7,238,262,1,1,1
8,248,252,1,1,1
9,223,277,1,1,1
10,241,259,1,1,1
11,255,245,0,0,0
12,240,260,1,1,0
13,245,255,1,1,1
14,235,265,1,1,1
15,234,266,1,0,1
16,275,225,0,1,1
17,227,273,1,1,1
18,256,244,0,1,1
19,263,237,0,0,0
20,250,250,0.5,1,0
21,243,257,1,0,0
22,272,228,0,0,0
23,251,249,0,0,0
24,243,257,1,1,1
25,303,197,0,0,0
26,232,268,1,1,1
27,242,258,1,1,1
28,250,250,0.5,1,0
29,271,229,0,0,0
30,286,214,0,1,1
31,249,251,1,1,1
32,239,261,1,1,1
33,247,253,1,1,0
34,260,240,0,0,0
35,279,221,0,0,0
36,246,254,1,0,0
37,257,243,0,0,0
38,292,208,0,0,0
39,253,247,0,0,1
