ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,120,380,1,0,0
7,0,500,1,1,1
8,496,4,0,0,0
9,0,500,1,1,1
10,0,500,1,1,0
11,499,1,0,0,0
12,0,500,1,1,0
13,0,500,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,498,2,0,0,0
17,0,500,1,1,1
18,0,500,1,1,1
19,0,500,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,500,0,0,0,0
23,0,500,1,1,1
24,0,500,1,1,0
25,498,2,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,0,500,1,0,0
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,379,121,0,0,0
35,0,500,1,1,1
36,0,500,1,1,0
37,4,496,1,1,1
38,10,490,1,1,1
39,0,500,1,1,1
