ID,S,I,State,Nature,Obs
0,10,490,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,345,155,0,0,0
4,415,85,0,1,0
5,398,102,0,0,0
6,231,269,1,0,0
7,131,369,1,1,0
8,336,164,0,0,0
9,367,133,0,0,0
10,351,149,0,1,1
11,132,368,1,0,0
12,9,491,1,1,1
13,14,486,1,1,1
14,20,480,1,1,1
15,67,433,1,1,1
16,286,214,0,1,1
17,6,494,1,1,1
18,52,448,1,1,1
19,171,329,1,0,0
20,0,500,1,0,0
21,161,339,1,0,0
22,48,452,1,1,1
23,23,477,1,1,1
24,22,478,1,1,1
25,155,345,1,1,1
26,268,232,0,1,1
27,44,456,1,1,1
28,56,444,1,1,1
29,319,181,0,0,0
30,90,410,1,1,1
31,51,449,1,1,1
32,302,198,0,0,0
33,330,170,0,1,1
34,173,327,1,0,0
35,76,424,1,1,1
36,161,339,1,0,0
37,77,423,1,1,1
38,59,441,1,1,1
39,21,479,1,1,1
