ID,S,I,State,Nature,Obs
0,291,209,0,0,0
1,266,234,0,0,0
2,262,238,0,0,0
3,342,158,0,0,0
4,248,252,1,0,0
5,247,253,1,0,0
6,251,249,0,0,0
7,259,241,0,0,1
8,291,209,0,1,1
9,238,262,1,0,0
10,256,244,0,0,0
11,315,185,0,0,0
12,251,249,0,0,0
13,297,203,0,0,0
14,262,238,0,0,0
15,244,256,1,0,0
16,343,157,0,0,0
17,239,261,1,0,0
18,313,187,0,0,1
19,304,196,0,0,0
20,258,242,0,0,1
21,302,198,0,0,0
22,309,191,0,0,0
23,258,242,0,0,0
24,243,257,1,0,0
25,364,136,0,0,0
26,243,257,1,0,0
27,264,236,0,0,0
28,261,239,0,0,0
29,308,192,0,0,1
30,349,151,0,1,1
31,253,247,0,0,0
32,236,264,1,0,0
33,248,252,1,0,0
34,300,200,0,0,0
35,327,173,0,0,0
36,256,244,0,0,0
37,307,193,0,0,0
38,330,170,0,0,0
39,274,226,0,0,0
