ID,S,I,State,Nature,Obs
0,136,364,1,1,1
1,27,473,1,1,1
2,8,492,1,1,1
3,141,359,1,0,0
4,115,385,1,0,0
5,6,494,1,1,1
6,119,381,1,1,1
7,18,482,1,1,1
8,102,398,1,1,1
9,30,470,1,1,1
10,50,450,1,1,1
11,168,332,1,1,1
12,54,446,1,1,0
13,127,373,1,1,1
14,42,458,1,1,1
15,6,494,1,1,1
16,201,299,1,1,1
17,39,461,1,1,0
18,109,391,1,0,0
19,130,370,1,1,1
20,20,480,1,1,1
21,181,319,1,1,1
22,107,393,1,1,1
23,23,477,1,1,1
24,52,448,1,1,1
25,224,276,1,1,1
26,141,359,1,0,0
27,133,367,1,1,1
28,45,455,1,1,1
29,163,337,1,1,1
30,167,333,1,1,1
31,18,482,1,1,1
32,31,469,1,1,1
33,31,469,1,1,1
34,64,436,1,1,1
35,115,385,1,1,1
36,32,468,1,1,1
37,172,328,1,1,1
38,164,336,1,0,0
39,108,392,1,1,1
