ID,S,I,State,Nature,Obs
0,2,498,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,483,17,0,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,500,0,0,1,1
7,0,500,1,1,1
8,0,500,1,1,1
9,500,0,0,1,1
10,0,500,1,1,1
11,19,481,1,1,1
12,0,500,1,1,1
13,465,35,0,0,0
14,0,500,1,1,1
15,500,0,0,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,453,47,0,0,0
20,0,500,1,1,1
21,0,500,1,1,1
22,0,500,1,1,1
23,0,500,1,1,1
24,54,446,1,1,1
25,83,417,1,1,1
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,264,236,0,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,22,478,1,1,1
35,496,4,0,0,0
36,0,500,1,1,1
37,1,499,1,1,1
38,0,500,1,1,1
39,482,18,0,0,0
