ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,0,500,1,1,1
2,500,0,0,0,0
3,0,500,1,1,1
4,0,500,1,1,1
5,28,472,1,1,1
6,0,500,1,1,1
7,500,0,0,0,0
8,0,500,1,1,1
9,2,498,1,1,1
10,0,500,1,1,1
11,156,344,1,0,0
12,0,500,1,0,1
13,0,500,1,1,0
14,430,70,0,0,0
15,500,0,0,1,1
16,0,500,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,11,489,1,1,1
20,43,457,1,1,1
21,0,500,1,1,1
22,481,19,0,0,0
23,0,500,1,1,1
24,0,500,1,1,1
25,36,464,1,1,1
26,141,359,1,1,0
27,0,500,1,1,0
28,500,0,0,0,0
29,0,500,1,1,1
30,0,500,1,0,0
31,2,498,1,1,1
32,27,473,1,1,1
33,25,475,1,1,1
34,0,500,1,1,1
35,0,500,1,1,1
36,1,499,1,1,1
37,5,495,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
