ID,S,I,State,Nature,Obs
0,48,452,1,1,1
1,49,451,1,1,1
2,146,354,1,1,1
3,265,235,0,0,0
4,25,475,1,1,1
5,123,377,1,1,1
6,49,451,1,1,0
7,174,326,1,0,0
8,152,348,1,0,0
9,118,382,1,1,1
10,54,446,1,1,1
11,126,374,1,1,1
12,108,392,1,1,1
13,136,364,1,1,1
14,21,479,1,0,0
15,204,296,1,1,1
16,147,353,1,1,1
17,134,366,1,0,0
18,235,265,1,1,0
19,159,341,1,0,0
20,158,342,1,1,1
21,65,435,1,1,1
22,151,349,1,1,1
23,267,233,0,1,1
24,50,450,1,1,1
25,166,334,1,0,0
26,147,353,1,1,1
27,83,417,1,1,1
28,89,411,1,0,0
29,247,253,1,1,0
30,132,368,1,1,0
31,223,277,1,1,1
32,102,398,1,1,1
33,100,400,1,1,1
34,256,244,0,1,1
35,302,198,0,1,1
36,125,375,1,1,0
37,68,432,1,0,0
38,316,184,0,1,1
39,79,421,1,1,1
