ID,S,I,State,Nature,Obs
0,6,494,1,1,1
1,57,443,1,1,1
2,114,386,1,1,1
3,128,372,1,1,1
4,0,500,1,1,1
5,51,449,1,1,1
6,0,500,1,1,1
7,163,337,1,0,1
8,41,459,1,1,1
9,7,493,1,1,1
10,6,494,1,1,1
11,311,189,0,0,0
12,14,486,1,1,1
13,16,484,1,1,1
14,126,374,1,1,1
15,4,496,1,1,1
16,180,320,1,1,1
17,60,440,1,0,0
18,173,327,1,1,1
19,127,373,1,1,1
20,179,321,1,1,0
21,11,489,1,1,1
22,105,395,1,1,1
23,240,260,1,0,0
24,302,198,0,1,1
25,336,164,0,0,0
26,29,471,1,1,1
27,187,313,1,1,1
28,114,386,1,0,0
29,80,420,1,1,1
30,102,398,1,1,1
31,108,392,1,1,1
32,54,446,1,1,1
33,79,421,1,1,1
34,84,416,1,1,1
35,25,475,1,1,1
36,142,358,1,1,1
37,108,392,1,1,1
38,262,238,0,1,1
39,11,489,1,1,1
