ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,381,119,0,0,0
4,0,500,1,1,1
5,15,485,1,1,1
6,0,500,1,0,0
7,342,158,0,1,1
8,0,500,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,377,123,0,1,1
12,0,500,1,1,1
13,1,499,1,1,1
14,0,500,1,0,0
15,74,426,1,1,1
16,1,499,1,0,0
17,0,500,1,0,0
18,44,456,1,1,1
19,0,500,1,1,1
20,0,500,1,1,1
21,417,83,0,0,0
22,69,431,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,0,500,1,1,1
26,43,457,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,460,40,0,0,0
30,3,497,1,1,1
31,14,486,1,1,1
32,3,497,1,1,1
33,68,432,1,1,1
34,0,500,1,1,1
35,6,494,1,1,1
36,490,10,0,0,0
37,0,500,1,1,1
38,436,64,0,0,0
39,1,499,1,1,1
