ID,S,I,State,Nature,Obs
0,88,412,1,1,1
1,32,468,1,1,1
2,13,487,1,1,1
3,219,281,1,1,1
4,0,500,1,1,0
5,28,472,1,1,1
6,72,428,1,1,1
7,18,482,1,1,1
8,113,387,1,1,1
9,3,497,1,1,1
10,38,462,1,0,0
11,93,407,1,1,1
12,14,486,1,1,1
13,97,403,1,0,0
14,94,406,1,1,1
15,37,463,1,1,0
16,196,304,1,1,1
17,45,455,1,1,1
18,136,364,1,1,1
19,119,381,1,0,0
20,17,483,1,1,1
21,56,444,1,0,0
22,210,290,1,1,1
23,73,427,1,1,1
24,62,438,1,1,1
25,243,257,1,0,1
26,11,489,1,1,1
27,89,411,1,1,1
28,111,389,1,1,1
29,144,356,1,1,1
30,174,326,1,1,1
31,104,396,1,1,1
32,6,494,1,1,1
33,44,456,1,0,0
34,50,450,1,1,1
35,149,351,1,0,0
36,75,425,1,0,0
37,123,377,1,1,1
38,140,360,1,0,0
39,138,362,1,1,1
