ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,90,410,1,1,1
2,104,396,1,1,1
3,257,243,0,0,0
4,0,500,1,1,1
5,46,454,1,1,1
6,4,496,1,1,1
7,414,86,0,0,0
8,32,468,1,1,1
9,3,497,1,1,1
10,43,457,1,1,1
11,35,465,1,1,1
12,0,500,1,1,1
13,0,500,1,1,1
14,168,332,1,1,1
15,223,277,1,1,0
16,115,385,1,1,1
17,10,490,1,1,1
18,131,369,1,1,1
19,24,476,1,1,1
20,154,346,1,1,1
21,179,321,1,0,0
22,24,476,1,1,0
23,414,86,0,1,1
24,19,481,1,1,1
25,254,246,0,0,0
26,18,482,1,1,1
27,52,448,1,1,1
28,374,126,0,1,1
29,117,383,1,1,1
30,14,486,1,1,1
31,159,341,1,1,1
32,45,455,1,1,1
33,192,308,1,1,1
34,110,390,1,1,1
35,72,428,1,1,1
36,28,472,1,1,1
37,1,499,1,1,1
38,340,160,0,0,0
39,9,491,1,1,0
