ID,S,I,State,Nature,Obs
0,139,361,1,1,1
1,3,497,1,1,1
2,1,499,1,1,1
3,236,264,1,1,1
4,500,0,0,0,0
5,0,500,1,1,1
6,187,313,1,0,0
7,8,492,1,1,1
8,191,309,1,1,1
9,0,500,1,1,1
10,280,220,0,1,1
11,129,371,1,0,0
12,66,434,1,1,1
13,157,343,1,1,1
14,2,498,1,1,1
15,64,436,1,1,1
16,161,339,1,1,1
17,106,394,1,1,1
18,113,387,1,1,1
19,155,345,1,1,1
20,8,492,1,1,1
21,174,326,1,0,0
22,125,375,1,1,1
23,14,486,1,1,1
24,50,450,1,1,1
25,84,416,1,1,1
26,140,360,1,1,0
27,38,462,1,1,1
28,3,497,1,1,0
29,223,277,1,0,0
30,155,345,1,1,1
31,23,477,1,1,1
32,6,494,1,1,1
33,2,498,1,1,1
34,194,306,1,1,1
35,188,312,1,0,0
36,63,437,1,0,0
37,76,424,1,1,1
38,236,264,1,1,1
39,113,387,1,0,1
