ID,S,I,State,Nature,Obs
0,198,302,1,1,1
1,210,290,1,1,0
2,206,294,1,1,1
3,278,222,0,1,1
4,186,314,1,1,0
5,192,308,1,1,1
6,213,287,1,0,0
7,198,302,1,1,1
8,219,281,1,1,1
9,195,305,1,1,1
10,200,300,1,0,0
11,241,259,1,1,1
12,206,294,1,1,0
13,223,277,1,1,1
14,210,290,1,1,1
15,208,292,1,0,0
16,275,225,0,1,0
17,208,292,1,1,1
18,253,247,0,1,1
19,239,261,1,1,1
20,205,295,1,1,1
21,225,275,1,1,1
22,245,255,1,0,0
23,206,294,1,1,1
24,210,290,1,0,0
25,292,208,0,1,1
26,197,303,1,1,1
27,200,300,1,1,1
28,201,299,1,1,1
29,252,248,0,0,0
30,259,241,0,1,1
31,199,301,1,1,1
32,199,301,1,1,1
33,206,294,1,0,1
34,244,256,1,1,1
35,268,232,0,1,1
36,206,294,1,0,0
37,234,266,1,1,1
38,286,214,0,1,1
39,213,287,1,0,0
