ID,S,I,State,Nature,Obs
0,498,2,0,0,0
1,500,0,0,0,0
2,499,1,0,0,0
3,495,5,0,0,0
4,500,0,0,0,0
5,497,3,0,0,0
6,496,4,0,0,0
7,493,7,0,0,0
8,492,8,0,0,0
9,498,2,0,0,0
10,495,5,0,0,0
11,494,6,0,0,0
12,496,4,0,0,0
13,498,2,0,0,0
14,498,2,0,0,0
15,497,3,0,0,0
16,497,3,0,0,0
17,500,0,0,0,0
18,498,2,0,0,0
19,492,8,0,0,0
20,493,7,0,0,0
21,495,5,0,0,0
22,497,3,0,0,0
23,498,2,0,0,0
24,496,4,0,0,0
25,491,9,0,0,0
26,283,217,0,0,1
27,491,9,0,0,0
28,495,5,0,0,0
29,495,5,0,0,0
30,376,124,0,1,1
31,493,7,0,0,0
32,496,4,0,0,0
33,497,3,0,0,0
34,496,4,0,0,0
35,483,17,0,0,0
36,494,6,0,0,0
37,494,6,0,0,0
38,488,12,0,0,0
39,495,5,0,0,0
