ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,9,491,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,458,42,0,0,0
12,0,500,1,1,1
13,0,500,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,10,490,1,0,0
17,0,500,1,1,1
18,0,500,1,1,1
19,0,500,1,1,1
20,0,500,1,1,1
21,500,0,0,0,0
22,157,343,1,0,0
23,293,207,0,0,0
24,0,500,1,1,1
25,492,8,0,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,7,493,1,1,1
31,3,497,1,1,1
32,0,500,1,1,1
33,28,472,1,1,1
34,86,414,1,1,0
35,469,31,0,0,0
36,0,500,1,1,1
37,483,17,0,0,0
38,23,477,1,1,1
39,460,40,0,0,0
