ID,S,I,State,Nature,Obs
0,141,359,1,1,1
1,21,479,1,1,1
2,45,455,1,1,1
3,170,330,1,0,0
4,6,494,1,1,1
5,70,430,1,1,0
6,61,439,1,0,0
7,52,448,1,1,1
8,231,269,1,1,1
9,13,487,1,1,1
10,22,478,1,1,1
11,64,436,1,1,0
12,13,487,1,1,1
13,101,399,1,1,1
14,37,463,1,1,1
15,41,459,1,1,1
16,238,262,1,0,1
17,10,490,1,1,1
18,148,352,1,1,1
19,67,433,1,1,0
20,20,480,1,1,1
21,57,443,1,1,1
22,202,298,1,0,0
23,24,476,1,1,0
24,43,457,1,1,1
25,203,297,1,1,1
26,8,492,1,1,1
27,62,438,1,1,1
28,54,446,1,1,1
29,170,330,1,1,1
30,205,295,1,1,1
31,79,421,1,1,1
32,6,494,1,1,1
33,28,472,1,1,1
34,47,453,1,1,1
35,230,270,1,1,1
36,29,471,1,1,1
37,76,424,1,1,1
38,138,362,1,0,0
39,48,452,1,1,1
