ID,S,I,State,Nature,Obs
0,500,0,0,0,0
1,469,31,0,0,0
2,500,0,0,0,0
3,500,0,0,0,0
4,438,62,0,0,0
5,466,34,0,0,0
6,488,12,0,0,0
7,467,33,0,0,0
8,457,43,0,1,1
9,293,207,0,0,0
10,234,266,1,0,0
11,497,3,0,0,0
12,470,30,0,0,0
13,493,7,0,0,0
14,469,31,0,0,0
15,466,34,0,0,0
16,496,4,0,0,0
17,452,48,0,0,0
18,366,134,0,0,0
19,482,18,0,0,0
20,465,35,0,0,0
21,490,10,0,0,0
22,463,37,0,0,0
23,470,30,0,0,0
24,463,37,0,0,0
25,487,13,0,0,0
26,456,44,0,0,0
27,444,56,0,0,0
28,466,34,0,0,0
29,493,7,0,0,0
30,7,493,1,1,1
31,462,38,0,0,0
32,458,42,0,0,0
33,472,28,0,0,0
34,486,14,0,0,0
35,217,283,1,0,0
36,470,30,0,0,1
37,492,8,0,0,0
38,491,9,0,0,0
39,455,45,0,0,1
