ID,S,I,State,Nature,Obs
0,205,295,1,1,1
1,204,296,1,1,1
2,210,290,1,1,1
3,269,231,0,1,1
4,202,298,1,1,1
5,207,293,1,1,1
6,218,282,1,1,1
7,214,286,1,1,1
8,224,276,1,1,1
9,202,298,1,1,1
10,212,288,1,1,1
11,227,273,1,0,0
12,212,288,1,0,0
13,226,274,1,1,1
14,213,287,1,1,1
15,212,288,1,1,1
16,292,208,0,0,0
17,205,295,1,1,0
18,248,252,1,1,1
19,247,253,1,1,1
20,209,291,1,1,1
21,227,273,1,1,1
22,249,251,1,0,0
23,222,278,1,0,0
24,204,296,1,0,0
25,285,215,0,0,0
26,208,292,1,1,1
27,204,296,1,0,0
28,217,283,1,0,0
29,267,233,0,0,0
30,286,214,0,1,1
31,222,278,1,0,1
32,203,297,1,1,1
33,213,287,1,0,0
34,238,262,1,1,1
35,275,225,0,1,1
36,220,280,1,0,0
37,226,274,1,1,0
38,260,240,0,1,1
39,228,272,1,0,0
