ID,S,I,State,Nature,Obs
0,500,0,0,0,0
1,500,0,0,0,0
2,0,500,1,1,1
3,0,500,1,1,1
4,500,0,0,0,0
5,500,0,0,0,0
6,500,0,0,0,0
7,500,0,0,0,0
8,0,500,1,1,1
9,0,500,1,0,1
10,500,0,0,0,0
11,0,500,1,1,1
12,500,0,0,0,0
13,0,500,1,1,1
14,500,0,0,0,0
15,12,488,1,1,1
16,498,2,0,0,0
17,500,0,0,0,0
18,497,3,0,0,0
19,0,500,1,1,1
20,0,500,1,0,0
21,0,500,1,1,1
22,0,500,1,1,0
23,500,0,0,1,1
24,498,2,0,0,0
25,0,500,1,1,1
26,500,0,0,0,0
27,500,0,0,0,0
28,500,0,0,0,0
29,0,500,1,1,1
30,0,500,1,1,1
31,500,0,0,0,0
32,500,0,0,0,0
33,500,0,0,0,0
34,0,500,1,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
