ID,S,I,State,Nature,Obs
0,205,295,1,1,1
1,217,283,1,1,1
2,219,281,1,1,1
3,292,208,0,0,0
4,190,310,1,1,1
5,187,313,1,1,1
6,217,283,1,0,0
7,200,300,1,1,1
8,232,268,1,0,0
9,185,315,1,1,1
10,193,307,1,1,0
11,239,261,1,1,1
12,199,301,1,1,1
13,226,274,1,1,1
14,203,297,1,1,1
15,208,292,1,1,1
16,274,226,0,0,0
17,181,319,1,1,1
18,257,243,0,1,1
19,248,252,1,1,1
20,197,303,1,1,1
21,223,277,1,1,1
22,236,264,1,0,0
23,211,289,1,1,1
24,212,288,1,1,1
25,287,213,0,0,0
26,193,307,1,1,1
27,215,285,1,1,1
28,211,289,1,1,1
29,253,247,0,1,1
30,282,218,0,1,1
31,211,289,1,1,1
32,201,299,1,1,1
33,200,300,1,1,1
34,223,277,1,1,1
35,260,240,0,1,1
36,212,288,1,1,1
37,243,257,1,0,0
38,269,231,0,1,1
39,219,281,1,1,1
