ID,S,I,State,Nature,Obs
0,36,464,1,0,0
1,500,0,0,0,0
2,500,0,0,0,0
3,238,262,1,0,0
4,162,338,1,1,1
5,476,24,0,0,0
6,469,31,0,0,0
7,500,0,0,1,1
8,0,500,1,1,1
9,485,15,0,0,0
10,461,39,0,0,0
11,9,491,1,1,0
12,0,500,1,1,1
13,68,432,1,0,1
14,500,0,0,0,0
15,432,68,0,0,0
16,0,500,1,1,1
17,438,62,0,0,0
18,499,1,0,0,0
19,332,168,0,0,1
20,469,31,0,0,0
21,0,500,1,1,1
22,0,500,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,0,500,1,1,1
26,500,0,0,0,0
27,500,0,0,1,1
28,0,500,1,1,1
29,7,493,1,1,1
30,0,500,1,1,1
31,500,0,0,1,1
32,0,500,1,0,0
33,0,500,1,1,1
34,0,500,1,1,1
35,498,2,0,0,0
36,242,258,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,497,3,0,0,0
