ID,S,I,State,Nature,Obs
0,436,64,0,0,0
1,497,3,0,0,0
2,499,1,0,0,0
3,500,0,0,0,0
4,1,499,1,1,1
5,20,480,1,1,1
6,448,52,0,1,1
7,120,380,1,1,1
8,0,500,1,1,1
9,440,60,0,0,0
10,37,463,1,1,1
11,391,109,0,0,0
12,149,351,1,0,0
13,0,500,1,1,1
14,152,348,1,1,1
15,101,399,1,0,0
16,500,0,0,1,1
17,2,498,1,1,1
18,418,82,0,1,1
19,500,0,0,0,0
20,29,471,1,1,1
21,481,19,0,0,0
22,496,4,0,0,0
23,404,96,0,0,0
24,19,481,1,1,1
25,479,21,0,0,0
26,6,494,1,1,1
27,40,460,1,1,1
28,94,406,1,1,1
29,347,153,0,0,0
30,484,16,0,1,0
31,126,374,1,0,0
32,49,451,1,1,1
33,331,169,0,1,1
34,499,1,0,0,0
35,484,16,0,0,0
36,132,368,1,0,0
37,497,3,0,0,1
38,100,400,1,0,0
39,500,0,0,0,0
