ID,S,I,State,Nature,Obs
0,1,499,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,487,13,0,0,0
4,500,0,0,0,0
5,500,0,0,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,0,1
10,0,500,1,1,1
11,0,500,1,1,0
12,0,500,1,1,1
13,59,441,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,0,500,1,1,0
17,500,0,0,1,1
18,397,103,0,0,0
19,0,500,1,1,0
20,401,99,0,1,1
21,0,500,1,1,1
22,1,499,1,1,1
23,0,500,1,1,1
24,1,499,1,1,1
25,0,500,1,1,1
26,489,11,0,1,0
27,0,500,1,1,1
28,0,500,1,1,1
29,311,189,0,0,0
30,1,499,1,1,1
31,0,500,1,1,1
32,401,99,0,0,0
33,0,500,1,1,1
34,343,157,0,0,0
35,91,409,1,1,1
36,244,256,1,1,0
37,0,500,1,1,1
38,394,106,0,0,0
39,0,500,1,1,1
