ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,500,0,0,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,1,499,1,1,1
7,500,0,0,0,0
8,0,500,1,1,1
9,2,498,1,1,1
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,0,500,1,1,1
14,3,497,1,1,1
15,496,4,0,1,0
16,0,500,1,1,1
17,500,0,0,1,1
18,0,500,1,1,1
19,0,500,1,1,1
20,0,500,1,1,1
21,500,0,0,0,0
22,0,500,1,1,0
23,0,500,1,1,1
24,500,0,0,1,1
25,0,500,1,0,0
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,9,491,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,0,500,1,1,1
33,3,497,1,1,1
34,0,500,1,1,1
35,0,500,1,1,1
36,4,496,1,1,1
37,0,500,1,1,1
38,0,500,1,0,0
39,0,500,1,1,0
