ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,0
2,0,500,1,1,1
3,500,0,0,1,0
4,0,500,1,1,1
5,0,500,1,0,0
6,0,500,1,1,0
7,0,500,1,1,1
8,0,500,1,1,1
9,0,500,1,0,0
10,0,500,1,1,1
11,500,0,0,0,0
12,0,500,1,1,1
13,5,495,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,1,499,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,12,488,1,1,1
20,0,500,1,0,0
21,0,500,1,1,1
22,495,5,0,0,0
23,5,495,1,1,1
24,0,500,1,1,1
25,0,500,1,1,1
26,500,0,0,0,0
27,0,500,1,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,500,0,0,0,0
31,0,500,1,1,1
32,500,0,0,1,1
33,0,500,1,1,0
34,23,477,1,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
