ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,498,2,0,0,0
2,499,1,0,0,0
3,3,497,1,0,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,500,0,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,0,500,1,1,1
14,0,500,1,1,1
15,0,500,1,1,1
16,500,0,0,1,0
17,0,500,1,1,1
18,0,500,1,1,1
19,500,0,0,0,0
20,0,500,1,1,1
21,0,500,1,1,1
22,0,500,1,1,0
23,0,500,1,0,0
24,0,500,1,1,1
25,498,2,0,1,1
26,0,500,1,1,1
27,500,0,0,0,0
28,500,0,0,0,0
29,0,500,1,1,1
30,500,0,0,0,0
31,0,500,1,1,1
32,0,500,1,1,1
33,0,500,1,1,1
34,497,3,0,1,1
35,0,500,1,1,0
36,0,500,1,1,1
37,498,2,0,0,0
38,0,500,1,1,1
39,0,500,1,1,1
