ID,S,I,State,Nature,Obs
0,1,499,1,1,1
1,1,499,1,1,1
2,0,500,1,1,1
3,159,341,1,0,0
4,0,500,1,1,1
5,4,496,1,1,1
6,41,459,1,1,1
7,0,500,1,1,1
8,112,388,1,1,1
9,0,500,1,1,1
10,26,474,1,1,1
11,103,397,1,1,1
12,137,363,1,1,1
13,42,458,1,1,1
14,1,499,1,1,1
15,2,498,1,1,1
16,108,392,1,1,1
17,9,491,1,1,1
18,41,459,1,1,1
19,46,454,1,0,0
20,0,500,1,1,1
21,53,447,1,1,1
22,43,457,1,1,1
23,3,497,1,1,1
24,72,428,1,1,1
25,288,212,0,1,1
26,1,499,1,1,1
27,1,499,1,1,1
28,0,500,1,1,0
29,150,350,1,1,1
30,119,381,1,0,0
31,1,499,1,1,1
32,0,500,1,1,1
33,17,483,1,1,1
34,37,463,1,1,1
35,85,415,1,1,1
36,0,500,1,1,1
37,54,446,1,1,1
38,56,444,1,1,0
39,15,485,1,1,0
