ID,S,I,State,Nature,Obs
0,475,25,0,0,0
1,62,438,1,1,1
2,1,499,1,1,1
3,125,375,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,15,485,1,1,1
7,0,500,1,1,1
8,0,500,1,1,0
9,0,500,1,1,1
10,0,500,1,1,1
11,4,496,1,1,1
12,0,500,1,0,0
13,0,500,1,0,0
14,2,498,1,1,1
15,2,498,1,0,0
16,0,500,1,1,1
17,13,487,1,1,1
18,500,0,0,0,0
19,0,500,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,468,32,0,0,0
23,2,498,1,1,1
24,0,500,1,1,1
25,0,500,1,1,1
26,0,500,1,1,1
27,10,490,1,1,1
28,0,500,1,1,1
29,465,35,0,0,0
30,496,4,0,0,0
31,0,500,1,0,0
32,0,500,1,1,1
33,0,500,1,1,1
34,26,474,1,1,1
35,329,171,0,1,1
36,0,500,1,1,1
37,0,500,1,1,1
38,500,0,0,1,0
39,492,8,0,0,0
