ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,0,0
2,0,500,1,1,1
3,0,500,1,1,1
4,0,500,1,1,1
5,500,0,0,0,0
6,0,500,1,1,0
7,500,0,0,0,0
8,0,500,1,1,1
9,500,0,0,0,0
10,0,500,1,1,1
11,0,500,1,1,1
12,0,500,1,1,1
13,6,494,1,1,1
14,499,1,0,1,0
15,0,500,1,1,1
16,0,500,1,1,1
17,500,0,0,0,0
18,0,500,1,1,1
19,9,491,1,1,1
20,0,500,1,0,0
21,0,500,1,1,0
22,0,500,1,1,1
23,6,494,1,1,1
24,0,500,1,1,1
25,500,0,0,0,0
26,500,0,0,0,0
27,500,0,0,1,1
28,0,500,1,1,1
29,0,500,1,1,1
30,9,491,1,1,1
31,0,500,1,1,1
32,500,0,0,0,0
33,500,0,0,1,0
34,0,500,1,1,1
35,500,0,0,0,0
36,0,500,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
