ID,S,I,State,Nature,Obs
0,218,282,1,1,1
1,187,313,1,1,1
2,196,304,1,1,0
3,273,227,0,0,0
4,184,316,1,1,1
5,195,305,1,0,0
6,209,291,1,0,0
7,207,293,1,1,1
8,224,276,1,1,1
9,188,312,1,1,1
10,184,316,1,1,1
11,242,258,1,0,0
12,187,313,1,1,1
13,228,272,1,1,1
14,188,312,1,1,1
15,191,309,1,1,0
16,265,235,0,0,0
17,202,298,1,1,1
18,256,244,0,1,1
19,243,257,1,1,1
20,212,288,1,0,0
21,221,279,1,0,0
22,233,267,1,1,1
23,219,281,1,1,1
24,200,300,1,1,0
25,291,209,0,1,1
26,198,302,1,1,0
27,204,296,1,1,1
28,198,302,1,1,1
29,246,254,1,0,0
30,270,230,0,1,1
31,201,299,1,1,1
32,194,306,1,1,1
33,191,309,1,1,1
34,235,265,1,0,0
35,289,211,0,1,1
36,216,284,1,0,0
37,234,266,1,1,0
38,276,224,0,0,0
39,216,284,1,1,1
