ID,S,I,State,Nature,Obs
0,211,289,1,0,0
1,204,296,1,0,0
2,188,312,1,0,0
3,270,230,0,1,1
4,189,311,1,1,1
5,209,291,1,1,1
6,199,301,1,1,1
7,197,303,1,1,1
8,238,262,1,1,1
9,204,296,1,1,0
10,213,287,1,0,0
11,238,262,1,1,0
12,198,302,1,0,0
13,221,279,1,0,0
14,196,304,1,1,1
15,197,303,1,0,0
16,272,228,0,1,1
17,202,298,1,0,0
18,238,262,1,0,0
19,250,250,0.5,0,0
20,195,305,1,1,1
21,214,286,1,1,1
22,246,254,1,1,1
23,213,287,1,1,1
24,197,303,1,0,0
25,302,198,0,0,0
26,202,298,1,1,1
27,198,302,1,0,0
28,216,284,1,0,0
29,249,251,1,1,1
30,288,212,0,1,1
31,203,297,1,0,1
32,199,301,1,1,1
33,191,309,1,1,1
34,234,266,1,1,1
35,267,233,0,0,0
36,206,294,1,0,0
37,255,245,0,1,1
38,273,227,0,1,1
39,230,270,1,0,0
