ID,S,I,State,Nature,Obs
0,32,468,1,1,1
1,87,413,1,1,1
2,85,415,1,1,1
3,188,312,1,0,0
4,49,451,1,1,1
5,192,308,1,1,1
6,27,473,1,0,0
7,226,274,1,1,1
8,117,383,1,1,1
9,168,332,1,1,1
10,56,444,1,1,1
11,178,322,1,1,1
12,87,413,1,1,1
13,67,433,1,1,1
14,66,434,1,0,0
15,246,254,1,1,1
16,168,332,1,0,0
17,93,407,1,0,0
18,218,282,1,1,1
19,173,327,1,1,1
20,227,273,1,1,1
21,35,465,1,0,0
22,166,334,1,1,1
23,160,340,1,1,1
24,52,448,1,1,1
25,182,318,1,1,1
26,164,336,1,1,1
27,60,440,1,1,1
28,149,351,1,1,1
29,148,352,1,0,0
30,142,358,1,1,1
31,97,403,1,1,1
32,143,357,1,1,1
33,190,310,1,1,1
34,135,365,1,1,1
35,195,305,1,1,1
36,210,290,1,0,0
37,104,396,1,1,1
38,182,318,1,0,0
39,91,409,1,1,1
