ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,37,463,1,1,1
2,25,475,1,0,1
3,32,468,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,500,0,0,1,1
7,0,500,1,1,0
8,5,495,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,461,39,0,0,0
12,0,500,1,0,0
13,0,500,1,0,0
14,28,472,1,1,1
15,0,500,1,1,1
16,83,417,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,5,495,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,0,500,1,1,0
23,391,109,0,0,0
24,0,500,1,1,1
25,223,277,1,1,1
26,0,500,1,1,1
27,58,442,1,1,1
28,0,500,1,1,1
29,0,500,1,1,0
30,500,0,0,0,0
31,67,433,1,0,0
32,0,500,1,1,1
33,0,500,1,1,1
34,0,500,1,1,1
35,462,38,0,0,0
36,0,500,1,1,1
37,0,500,1,1,1
38,0,500,1,1,1
39,0,500,1,1,0
