ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,12,488,1,1,1
2,392,108,0,0,0
3,174,326,1,1,1
4,0,500,1,1,1
5,137,363,1,1,1
6,11,489,1,1,1
7,303,197,0,0,0
8,46,454,1,1,1
9,18,482,1,1,1
10,7,493,1,1,1
11,208,292,1,0,0
12,53,447,1,0,1
13,3,497,1,1,0
14,236,264,1,0,0
15,29,471,1,1,1
16,96,404,1,1,1
17,61,439,1,1,1
18,75,425,1,1,1
19,42,458,1,1,1
20,180,320,1,1,1
21,19,481,1,1,1
22,218,282,1,0,0
23,204,296,1,1,1
24,264,236,0,1,1
25,208,292,1,1,1
26,84,416,1,1,0
27,194,306,1,1,0
28,239,261,1,0,0
29,45,455,1,1,1
30,331,169,0,0,0
31,256,244,0,1,1
32,199,301,1,1,1
33,123,377,1,1,1
34,126,374,1,1,1
35,50,450,1,1,1
36,268,232,0,1,1
37,34,466,1,1,1
38,200,300,1,1,1
39,4,496,1,1,1
