ID,S,I,State,Nature,Obs
0,432,68,0,0,0
1,400,100,0,0,0
2,398,102,0,0,0
3,446,54,0,0,0
4,385,115,0,0,0
5,374,126,0,0,0
6,394,106,0,0,0
7,394,106,0,0,0
8,418,82,0,0,0
9,370,130,0,0,0
10,399,101,0,0,1
11,419,81,0,0,0
12,373,127,0,0,0
13,408,92,0,0,0
14,388,112,0,0,0
15,375,125,0,0,0
16,438,62,0,0,0
17,366,134,0,0,0
18,417,83,0,0,0
19,427,73,0,0,0
20,395,105,0,0,0
21,408,92,0,0,0
22,413,87,0,0,0
23,401,99,0,0,0
24,369,131,0,0,1
25,438,62,0,0,0
26,375,125,0,0,0
27,390,110,0,0,0
28,389,111,0,0,1
29,422,78,0,0,0
30,451,49,0,1,1
31,405,95,0,0,0
32,368,132,0,0,0
33,388,112,0,0,0
34,432,68,0,0,0
35,427,73,0,0,0
36,397,103,0,0,0
37,420,80,0,0,0
38,433,67,0,0,0
39,413,87,0,0,0
