ID,S,I,State,Nature,Obs
0,0,500,1,0,0
1,332,168,0,0,0
2,194,306,1,0,0
3,112,388,1,1,1
4,0,500,1,1,1
5,43,457,1,1,1
6,0,500,1,1,1
7,46,454,1,1,1
8,5,495,1,1,1
9,2,498,1,1,1
10,0,500,1,1,1
11,185,315,1,1,1
12,348,152,0,0,0
13,28,472,1,1,1
14,157,343,1,1,0
15,332,168,0,0,1
16,120,380,1,1,0
17,16,484,1,1,1
18,17,483,1,1,1
19,24,476,1,1,1
20,179,321,1,1,1
21,6,494,1,1,1
22,194,306,1,0,0
23,173,327,1,1,1
24,55,445,1,1,1
25,131,369,1,1,1
26,12,488,1,1,0
27,188,312,1,0,0
28,34,466,1,1,1
29,31,469,1,0,0
30,336,164,0,0,0
31,77,423,1,1,0
32,86,414,1,1,1
33,19,481,1,1,1
34,46,454,1,1,1
35,99,401,1,0,0
36,146,354,1,1,0
37,282,218,0,1,1
38,135,365,1,1,1
39,61,439,1,0,1
