ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,2,498,1,1,1
2,0,500,1,1,1
3,1,499,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,1
8,20,480,1,1,1
9,6,494,1,1,1
10,0,500,1,1,1
11,0,500,1,1,0
12,1,499,1,1,1
13,0,500,1,0,0
14,1,499,1,1,1
15,129,371,1,0,0
16,0,500,1,1,1
17,29,471,1,1,0
18,484,16,0,0,0
19,95,405,1,1,1
20,0,500,1,1,1
21,5,495,1,1,1
22,0,500,1,1,1
23,24,476,1,1,1
24,0,500,1,0,0
25,61,439,1,1,1
26,0,500,1,1,1
27,6,494,1,1,1
28,21,479,1,1,1
29,0,500,1,0,0
30,109,391,1,1,0
31,358,142,0,0,0
32,0,500,1,1,1
33,470,30,0,0,0
34,0,500,1,1,1
35,405,95,0,0,0
36,0,500,1,1,1
37,0,500,1,1,1
38,500,0,0,0,0
39,27,473,1,1,1
