ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,291,209,0,1,1
3,296,204,0,1,1
4,0,500,1,1,1
5,2,498,1,1,1
6,0,500,1,1,1
7,27,473,1,0,1
8,103,397,1,1,1
9,500,0,0,1,1
10,0,500,1,1,1
11,291,209,0,0,0
12,26,474,1,1,1
13,0,500,1,1,1
14,291,209,0,1,1
15,39,461,1,1,1
16,253,247,0,1,1
17,49,451,1,0,0
18,0,500,1,1,1
19,25,475,1,1,1
20,61,439,1,1,0
21,0,500,1,1,1
22,0,500,1,1,1
23,500,0,0,0,0
24,0,500,1,1,1
25,291,209,0,0,0
26,0,500,1,1,1
27,209,291,1,1,1
28,500,0,0,0,0
29,0,500,1,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,9,491,1,1,1
33,0,500,1,1,1
34,15,485,1,1,1
35,0,500,1,1,1
36,0,500,1,1,1
37,55,445,1,1,1
38,0,500,1,1,1
39,0,500,1,1,1
