ID,S,I,State,Nature,Obs
0,15,485,1,1,1
1,337,163,0,0,0
2,51,449,1,1,1
3,121,379,1,1,1
4,26,474,1,1,1
5,266,234,0,0,0
6,58,442,1,1,0
7,313,187,0,0,0
8,21,479,1,1,1
9,478,22,0,0,0
10,83,417,1,1,1
11,56,444,1,1,1
12,15,485,1,1,1
13,47,453,1,1,1
14,164,336,1,1,0
15,124,376,1,1,1
16,124,376,1,1,1
17,330,170,0,0,0
18,32,468,1,1,1
19,171,329,1,1,1
20,160,340,1,0,0
21,63,437,1,1,0
22,56,444,1,1,1
23,115,385,1,1,1
24,88,412,1,1,1
25,293,207,0,0,0
26,260,240,0,0,0
27,174,326,1,1,1
28,191,309,1,1,1
29,47,453,1,1,1
30,238,262,1,1,1
31,169,331,1,1,1
32,237,263,1,0,0
33,180,320,1,1,0
34,42,458,1,1,1
35,197,303,1,0,0
36,82,418,1,1,1
37,63,437,1,1,1
38,244,256,1,1,1
39,238,262,1,1,1
