ID,S,I,State,Nature,Obs
0,0,500,1,1,1
1,0,500,1,1,1
2,0,500,1,1,1
3,500,0,0,0,0
4,0,500,1,1,1
5,0,500,1,0,1
6,500,0,0,0,0
7,500,0,0,1,1
8,500,0,0,0,0
9,0,500,1,1,1
10,0,500,1,1,1
11,499,1,0,0,0
12,500,0,0,1,1
13,0,500,1,1,1
14,500,0,0,0,0
15,0,500,1,1,1
16,500,0,0,0,1
17,0,500,1,1,1
18,0,500,1,1,1
19,500,0,0,0,0
20,500,0,0,0,0
21,500,0,0,0,0
22,0,500,1,1,1
23,0,500,1,1,1
24,0,500,1,1,1
25,251,249,0,1,1
26,500,0,0,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,250,250,0.5,1,1
30,0,500,1,1,1
31,0,500,1,1,1
32,500,0,0,1,1
33,500,0,0,1,0
34,0,500,1,1,1
35,0,500,1,1,0
36,500,0,0,0,0
37,500,0,0,0,0
38,0,500,1,1,1
39,0,500,1,1,1
