ID,S,I,State,Nature,Obs
0,2,498,1,1,1
1,0,500,1,1,1
2,70,430,1,0,0
3,35,465,1,0,0
4,0,500,1,1,1
5,4,496,1,1,0
6,97,403,1,0,0
7,20,480,1,1,0
8,80,420,1,1,1
9,0,500,1,1,1
10,14,486,1,1,1
11,0,500,1,1,1
12,471,29,0,0,0
13,1,499,1,0,1
14,24,476,1,1,1
15,36,464,1,1,1
16,449,51,0,1,1
17,11,489,1,1,1
18,16,484,1,1,1
19,55,445,1,1,1
20,0,500,1,1,1
21,0,500,1,1,1
22,76,424,1,1,1
23,500,0,0,1,1
24,0,500,1,0,0
25,0,500,1,1,1
26,0,500,1,1,1
27,462,38,0,0,0
28,438,62,0,0,0
29,3,497,1,0,0
30,74,426,1,1,1
31,18,482,1,0,0
32,14,486,1,1,1
33,0,500,1,0,0
34,0,500,1,1,1
35,17,483,1,1,1
36,4,496,1,0,0
37,0,500,1,1,1
38,498,2,0,0,0
39,31,469,1,1,1
