ID,S,I,State,Nature,Obs
0,229,271,1,0,0
1,235,265,1,0,0
2,224,276,1,0,0
3,289,211,0,0,0
4,229,271,1,1,1
5,224,276,1,1,1
6,230,270,1,1,1
7,233,267,1,1,1
8,250,250,0.5,1,1
9,224,276,1,0,0
10,230,270,1,1,1
11,245,255,1,0,0
12,232,268,1,0,0
13,238,262,1,1,1
14,238,262,1,1,1
15,235,265,1,0,0
16,278,222,0,1,1
17,226,274,1,1,1
18,251,249,0,1,1
19,257,243,0,0,0
20,253,247,0,1,1
21,241,259,1,0,0
22,269,231,0,0,0
23,245,255,1,0,0
24,237,263,1,1,1
25,295,205,0,0,0
26,240,260,1,1,1
27,233,267,1,1,1
28,249,251,1,1,1
29,279,221,0,0,0
30,290,210,0,1,0
31,235,265,1,0,0
32,235,265,1,1,1
33,233,267,1,1,1
34,257,243,0,0,0
35,275,225,0,0,0
36,232,268,1,0,0
37,262,238,0,0,1
38,292,208,0,0,0
39,255,245,0,0,0
