ID,S,I,State,Nature,Obs
0,38,462,1,1,1
1,1,499,1,1,1
2,1,499,1,1,1
3,223,277,1,1,1
4,0,500,1,1,1
5,0,500,1,1,1
6,23,477,1,0,0
7,3,497,1,1,1
8,232,268,1,0,0
9,1,499,1,1,1
10,55,445,1,1,0
11,141,359,1,0,0
12,23,477,1,1,0
13,61,439,1,1,1
14,2,498,1,1,1
15,8,492,1,1,1
16,216,284,1,0,0
17,1,499,1,1,1
18,139,361,1,1,1
19,198,302,1,1,1
20,2,498,1,1,1
21,159,341,1,1,1
22,192,308,1,0,0
23,16,484,1,1,1
24,19,481,1,1,0
25,228,272,1,0,0
26,2,498,1,1,1
27,4,496,1,1,1
28,4,496,1,1,1
29,243,257,1,1,1
30,179,321,1,0,0
31,6,494,1,1,1
32,0,500,1,1,1
33,12,488,1,1,1
34,163,337,1,0,0
35,217,283,1,1,1
36,2,498,1,1,0
37,200,300,1,1,1
38,234,266,1,1,1
39,77,423,1,1,1
