ID,S,I,State,Nature,Obs
0,208,292,1,1,1
1,203,297,1,1,1
2,191,309,1,1,1
3,273,227,0,0,0
4,191,309,1,1,1
5,188,312,1,1,0
6,201,299,1,1,1
7,195,305,1,1,1
8,216,284,1,1,1
9,192,308,1,1,1
10,188,312,1,1,1
11,242,258,1,1,1
12,179,321,1,1,1
13,227,273,1,1,1
14,208,292,1,1,1
15,208,292,1,1,1
16,277,223,0,1,1
17,196,304,1,1,0
18,247,253,1,0,0
19,237,263,1,1,1
20,200,300,1,1,0
21,225,275,1,1,1
22,243,257,1,0,0
23,196,304,1,1,1
24,203,297,1,1,0
25,300,200,0,1,1
26,192,308,1,1,1
27,208,292,1,1,1
28,198,302,1,1,1
29,249,251,1,1,1
30,290,210,0,1,1
31,205,295,1,1,0
32,191,309,1,1,1
33,192,308,1,1,1
34,225,275,1,1,1
35,265,235,0,0,0
36,212,288,1,1,1
37,235,265,1,1,1
38,257,243,0,0,0
39,226,274,1,0,0
