ID,S,I,State,Nature,Obs
0,0,500,1,1,0
1,500,0,0,1,1
2,0,500,1,1,1
3,320,180,0,0,0
4,500,0,0,0,0
5,500,0,0,0,0
6,0,500,1,0,0
7,500,0,0,0,0
8,9,491,1,1,1
9,0,500,1,0,0
10,500,0,0,0,0
11,14,486,1,1,1
12,500,0,0,1,1
13,307,193,0,0,0
14,0,500,1,1,1
15,464,36,0,1,1
16,4,496,1,1,1
17,500,0,0,0,1
18,0,500,1,0,0
19,8,492,1,0,0
20,500,0,0,0,0
21,7,493,1,1,1
22,3,497,1,1,1
23,0,500,1,1,1
24,21,479,1,1,1
25,500,0,0,1,1
26,0,500,1,1,1
27,0,500,1,1,0
28,0,500,1,1,0
29,1,499,1,1,1
30,352,148,0,1,0
31,0,500,1,1,1
32,500,0,0,0,0
33,500,0,0,1,1
34,2,498,1,1,1
35,277,223,0,0,0
36,500,0,0,1,1
37,53,447,1,1,1
38,0,500,1,1,1
39,184,316,1,0,0
