ID,S,I,State,Nature,Obs
0,29,471,1,1,1
1,0,500,1,1,1
2,20,480,1,1,1
3,243,257,1,0,0
4,0,500,1,1,1
5,0,500,1,1,1
6,303,197,0,0,0
7,0,500,1,1,1
8,253,247,0,1,1
9,0,500,1,1,1
10,97,403,1,1,1
11,260,240,0,0,0
12,78,422,1,1,1
13,56,444,1,1,1
14,2,498,1,1,1
15,5,495,1,1,1
16,110,390,1,0,0
17,1,499,1,1,1
18,71,429,1,1,1
19,114,386,1,1,1
20,3,497,1,1,1
21,359,141,0,1,0
22,122,378,1,1,1
23,7,493,1,1,1
24,1,499,1,1,1
25,250,250,0.5,0,0
26,0,500,1,1,1
27,7,493,1,1,1
28,2,498,1,1,1
29,250,250,0.5,1,1
30,240,260,1,1,1
31,3,497,1,1,1
32,0,500,1,1,0
33,80,420,1,1,1
34,396,104,0,0,0
35,137,363,1,1,1
36,14,486,1,1,1
37,220,280,1,0,0
38,124,376,1,1,1
39,53,447,1,1,1
