ID,S,I,State,Nature,Obs
0,3,497,1,1,1
1,0,500,1,1,1
2,0,500,1,1,0
3,479,21,0,0,0
4,500,0,0,0,0
5,0,500,1,1,1
6,0,500,1,1,1
7,0,500,1,1,0
8,0,500,1,1,1
9,0,500,1,1,1
10,0,500,1,1,1
11,457,43,0,0,0
12,0,500,1,1,1
13,500,0,0,1,1
14,0,500,1,1,1
15,0,500,1,1,0
16,233,267,1,1,1
17,0,500,1,1,1
18,0,500,1,1,1
19,1,499,1,1,1
20,0,500,1,1,1
21,1,499,1,1,1
22,485,15,0,0,0
23,0,500,1,1,1
24,4,496,1,1,1
25,0,500,1,1,1
26,0,500,1,1,1
27,0,500,1,1,1
28,0,500,1,1,1
29,20,480,1,1,1
30,0,500,1,0,0
31,0,500,1,1,0
32,0,500,1,1,1
33,0,500,1,1,1
34,227,273,1,1,0
35,0,500,1,1,1
36,500,0,0,1,1
37,8,492,1,1,1
38,0,500,1,1,0
39,0,500,1,1,1
